text,label,fastdetectgpt_score,binoculars_score,editlens_roberta-large_score,editlens_roberta-large_bucket,editlens_Llama-3.2-3B_score,editlens_Llama-3.2-3B_bucket,pangram_v3.2_score
"There's no doubt that I will choose to be an engineer. Being an engineer is something I've always been looking forward to since I was a little kid. It will allow me to bring out my creativity in my daily work, that's just like dreams coming true. And I'd like it if I can build something that would last much longer even after I am gone, and seeing people benefit from my design will definitely give me great satisfaction. So going to engineering school really is a brand new start of my life. That's why I would choose it as my career.",0,1.0966796875,0.9216867685317992,0.0286849429830908,0,0.0378511724993586,0,0.0209380558558872
"The Spring Festival celebrates the coming of Chinese New Year. And there's no doubt that it's my favorite festival. After one year of hard work, people always come back home to celebrate Spring Festival with their family. In this fast-paced world, you might find it hard to spend some quality time with them. But the Spring Festival gives you the chance to be with your loved ones. And also, Jiaozi, which is my favorite food, is served on this festival. Besides, it's a lot of fun making Jiaozi together with your family. That's another reason why I love about Spring Festival.",0,1.1533203125,0.9060402512550354,0.2493904170890649,0,0.1203545536845922,0,0.0046291138444628
"Speaking of celebrations, there is one day of the year that is second to none in china, it is the first day of the year in lunar calendar, which is called the Spring Festival by most Chinese people. Even if you are indifferent with festive events, you can not resist the charm of a family reunion dinner which marks the defining feature of the Spring Festival. And during the dinner, family members make toasts for each other in order to wish for joy, peace, health and fortune for the next year.",0,0.325927734375,0.9707602262496948,0.0098775898028785,0,0.0208334958103174,0,0.0040778560297829
"I want to read biography books, because although we'd love to say that the society is changing and developing, human nature never changes much. And the biography books help me understand the nature behind the more visible events. I may encounter the same problems in the future and I'd like to know how others deal with them. And everyone is trying to present a more glamorous version of the self and it creates lots of illusions. Biography is a kind of way to break down these illusions and offers the truth about humanity.",0,0.1669921875,0.9851484894752502,0.1021299517403046,0,0.0377128729596734,0,0.0043377109936305
"First, in China, people are likely to eat with chopsticks and many Chinese restaurants only offer chopsticks. Therefore, if foreign tourists visit China and want to taste Chinese food. They need to learn how to use chopsticks. Second, in China, people like to drink boiled water, and it is not healthy for people to drink water directly from tap, which is likely to lead to stomachache. Finally, if people give you birthday present, don't open the gift immediately, because it is impolite to do so in China.",0,2.048828125,0.8352272510528564,0.0685102008283138,0,0.1093812367568413,0,0.0042351654597691
"I definitely prefer to study in a big city. The most common reason for us to study is to find a good job, and there are much more job opportunities in big cities than the small town. If I study in the big cities, I can do a part time job while studying, and seize the opportunity to work there after I graduate from university. In addition, the big city can provide us a plenty of internship opportunities to me. Moreover, jobs in big cities can offer more decent salary. So that's why I think big city is more attractive for me to study.",0,1.5419921875,0.8855421543121338,0.0176304415411626,0,0.0186845253532131,0,0.0042997896671295
"Years ago on my journey to Australia, I lived in a house right on the edge of a forest. At night when the heat starts to go away, I loved to light a lamp, sit in a cane chair in the balcony and read a book. It was so peaceful at that time that the cool breeze is the only thing to remind you that time is still running. I love it when moonlight slanted through be branches down the floor, all birds stopped tweeting and the only sound you can hear is occasional chirping from some crickets. Everything was so perfect.",0,-0.6533203125,1.0439560413360596,0.0095368687373896,0,0.0285505701322108,0,0.004741255726133
"The thing I often take up in my leisure time is surfing the internet. The information on the internet can enable me to understand the world better. And it helps me to become a more successful person. When I was selecting which university and which major to take after I graduated from the high school, the internet gave me a lot of useful information about the future of some of my prospective professions. I even talked with several people in those particular professions and got their opinions about it. And I think it is really helpful.",0,1.705078125,0.8711340427398682,0.1222010316948096,0,0.0552082836317519,0,0.0046088823250361
"in my opinion, it is my family members and friends who influence me most. The information provided by newspaper, TV, radio or other formats of media can just let us know what has happened and only equip us with knowledge, they are incapable of giving me spiritual satisfaction. Speaking of some issues, we need more specific suggestions. Family members and friends can offer us this kind of information and can give us adequate help to meet the issues.",0,0.11767578125,0.9868420958518982,0.0140961824217811,0,0.0670227337007721,0,0.0045179596969059
"The most important invention in my life is definitely the computer. I spend almost half of my waking hours on it. Definitely the computer，through the computer I can communicate with the world using the internet. And it helps me to become a more successful person. When I was selecting which university and which major to take after I graduated from the high school, the internet gave me a lot of useful information about the future of some of my prospective professions. I even talked with several people in those particular professions and got their opinions about it. And I think it is really helpful. ",0,1.322265625,0.8989361524581909,0.0177806281329443,0,0.0172702387984221,0,0.0040025753634316
"Being honest is always a principal part in any relationships, it's the only way to make people feel comfortable around each other. When things go wrong, even with good reasons, I'd like to hear about the truth of it no matter how frustrating it might be. Because if someone lies to me and I find out somehow, how can I trust him anymore? How can I not be wondering if he's tell the truth every time he talks to me? There's no way I can keep a healthy relationship with this guy.",0,1.056640625,0.913294792175293,0.0320307427706817,0,0.1520747020840644,0,0.0042239853313991
"Allen Iverson, the NBA superstar, is definitely one of the people for whom I have a huge admiration. I admire him a lot because he is such a hard-working guy that you would feel like there’s nothing he cannot do. Once I watched an interview of his coach in high school on NBC. He said that Allen was just super diligent. He was always the first person that arrived for the training, and always the last one to leave. He usually stayed for another 2 hours after all his teammates left for dinner. So it’s definitely his hard work that made him one of the most phenomenal players in the league.",0,1.6435546875,0.886904776096344,0.1857515722513198,0,0.0556920326004425,0,0.0045368501118251
"I do agree that a higher education means a better career. To begin with, with the advancement of technology and the advancement of the world itself, companies are becoming more complex. If they want their company to succeed, they will need to have intelligent, knowledgeable, and competent individuals working for them. In addition, having a higher education will give you an advantage over the other candidates applying for the same job. Therefore, these reasons are why I agree that a higher education means a better career.",0,2.43359375,0.796407163143158,0.1269159136960903,0,0.0514283028120795,0,0.0069001913070678
"I prefer to take several short vacations in a year. For one thing, the beauty of vacation rests on our excitement, the excitement to plan trips, to spend time with loved ones or so on. But too long a vacation will only gradually consume the excitement. And finally you will be boring, so the rest of the vacation will be totally wasted. And also, people need to release their stresses once in a while, you can't expect them to do that once a year, it's likely that they will snap at some point. So I don't think taking a long vacation once a year is a good choice.",0,0.826171875,0.9476439952850342,0.0174027851317077,0,0.01499738295873,0,0.0044382384845188
"I'm afraid that I disagree. I can understand why college students want to take a one year break after graduation, but I believe that it's totally unnecessary for high school students to do so. Because before actually entering the society, college students may need to figure out what they really want to do in their lives. But most of high school graduates know few things, what they really need is to study, to gain knowledge for their future. I believe that after a gap year, they will find it difficult to catch up with the courses provided by college.",0,1.0498046875,0.917582392692566,0.0591236911714077,0,0.0322378410492092,0,0.0048788147313254
"Definitely by phone calls. First of all, letter and emails takes too much of time. You have to organize your thoughts and write them down, and it's likely that you will miss something while writing, and it would be days before people can get your letter. Plus, writing a letter is like telling your feelings to a piece of paper, it doesn't feel real. But using phone calls is totally different, the distance doesn't seem to matter anymore when you hear the voice of your loved ones. And you can do it any time you want, it's much more convenient.",0,1.2021484375,0.9111111164093018,0.0582743960743149,0,0.2296792467435201,0,0.0042472311428615
"I read a lot in my spare time, and the book I just read recently called A Thousand Splendid suns is very useful for me. Simple and plain, the book tells a great story. Two Afghan women from completely different background were brought together by cruel fate, but they never stopped fighting for freedom and love. The book tells me that in spite of all the sufferings the nation has beared for decades, people there still remain the most precious things in the world. I was under a lot of pressure from family and school then, but the book taught me never to lose hope.",0,0.95556640625,0.9333333373069764,0.1283902401725451,0,0.0268727665922294,0,0.0047372494425092
"I definitely prefer to watch the news only occasionally. There are two reasons for this. First of all, too much time spent watching the nightly news makes me feel really anxious.  For instance, if I hear about some new war or disaster every day of the week I get really depressed and this make it a lot harder to function in my daily life. Secondly, I think watching the news every day can be a waste of time. Like, if I spend an hour every day watching a news broadcast I just don't have enough time for more important things. For example, this month I stopped watching the nightly news and suddenly it became a lot easier to get all of my homework assignments done.",0,1.390625,0.89570552110672,0.5343078374862671,1,0.3532756889859835,0,0.0042968945843832
"There is a notebook that means a lot to me. I've always loved reading and I started writing my own stories years ago. One day a friend of mine found the pile of paper I kept my stories on and asked me to let him read them. I was kind of reluctant but still a little glad that he found them, so I agreed. After few days he handed me my stories along with this notebook, telling me to keep writing and one day I may become a good writer. For that I was really grateful, and that notebook encouraged me to keep on writing ever since.",0,0.4140625,0.9622641801834106,0.4115673253933589,0,0.0459518320858478,0,0.0047437761511121
"An enjoyable event that took place in my childhood was when I got my first dog--- Little. I was ten and had been pestering my parents for a dog for years. One day I came home from school, my parents said they had a surprise for me and it was waiting for me in my room. I ran up to my room and threw open the door. I found a tiny puppy with a red bow around his neck and sleeping at the foot of my bed. We became good friends forever. And for the rest of his life, he slept on the exact same spot at the end of my bed every night. That was a great happy event in my childhood.",0,1.2783203125,0.9054054021835328,0.2144006639719009,0,0.0732559574147065,0,0.004787653684616
"If I had a small amount of money, I would save it. The first reason is I grew up in a family that prided themselves on having money in the bank, so it is easy for me to save money. The second reason is if there was an emergency and you would need some money. If you saved it, you would be ok. However, if you did not save it, you could be in trouble. In addition, it is more important to save money and pay off your debts, rather than waste your money on something useless. So for these two reasons, I would save a small amount of money.",0,1.6259765625,0.8571428656578064,0.16521834085385,0,0.2027781705061594,0,0.0046673459666115
"I'd like to talk to Alan Shore from the TV series Boston Legal. He is the kind of person I admire. He is decent, a man of his word, one of the very few that I regard as having a strong sense of justice. Yet he is not bound up by the rules and knows when to break them to achieve the ultimate good. And he is interesting and eloquent, all the things that I desire to have. I want to talk to him about how to balance when you want to have principles and yet not bound up by them at the same time. ",0,0.912109375,0.9261363744735718,0.0129074247864385,0,0.0106206101675828,0,0.0046865386622292
"First of all, cooking can be a lot of fun, while cooking with you family can double the fun. Once you know about the basics of cooking, it opens a door to a whole new world, it brings out all of your creativity. And also, when eating at home, you know what you are putting into your dishes, it's apparently much healthier. And you can also control the ingredients of your meal, less fat and salt, more protein and fiber is always good for keeping fit.",0,0.452392578125,0.954023003578186,0.0103142586303874,0,0.0291491177243491,0,0.0045993115220751
"I believe that it is beneficial to evaluate professors at the end of the semester, but there can also be some disadvantages. First, since superior staff can’t sit it on every class, they should take input from the students on how the class went. Students are likely to be honest in their reviews, so the professor can also learn from their mistakes. However, I believe that there are disadvantages as well. If a student knows that they will receive a failing grade, they may be dishonest in their review just to spite the professor. They may say that the professor wasn’t fair, even if that isn’t true. This can be hurtful to the professor and detrimental to their career. So, I believe that there are advantages and disadvantages to asking students to evaluate their professors at the end of the semester.",0,1.669921875,0.8867924809455872,0.0259324205107986,0,0.1816844046115875,0,0.0382695198059082
"I prefer to live with roommates. First of all, I will not feel lonely when I live with my roommates. I prefer to chat with my roommates before some important tests. It makes me feel relaxed and always helps me get a good grade on exams. Second, we can help each other when someone runs into something bad. For example, I got a bad cold last week and I had to stay in dormitory. Thanks to my roommate, Ben, he helped me take notes on class and brought some medicine for me. I was really appreciated.",0,0.1243896484375,0.9883720874786376,0.5691866974035898,1,0.0772590742756923,0,0.0042845734528132
"I disagree with the idea that people should always be truthful. First of all, telling a white lie is better in many situations. For example, when parents lie to their kids that Santa Claus exists, their children will behave well for the whole year because they want to receive good presents from Santa. In addition, the other person may not really want to hear your honest answer anyway. For instance, when an overweight girl asks a guy if she is fat, she may want to hear the other person say “No, you are skinny.” In situations like this, it is better to lie. Therefore, people should not always be truthful.",0,1.7626953125,0.8701298832893372,0.3857644746700923,1,0.348795918126901,1,0.2387327466692243
"There is no doubt that my favorite sport is swimming. It is scientific fact that swimming is the best exercise you can do. It requires both upper and lower strength, and it's all about endurance and stamina, which is essential in building up your body. When you swim for competition you are going to burn more calories in 20 minutes than you would in an hour in most other sports. Not to mention the indirect effects of swimming. Swimming in a pool rather than sitting there staring at the computer screen will certainly benefit both your physical and mental condition.",0,1.02734375,0.9204545617103576,0.0214115208946168,0,0.0584068422516187,0,0.0049531289509364
"I totally agree. First of all, classes are for everybody, you learn common things that everyone need to know in class, but they might not suit your special situation. And more importantly, the things taught in class are really limited, the teachers only give you a head start, they teach you how to learn by yourself. But the wisdom of the universe rests in our daily life. You can learn from books, from museums, from work, from the communication with other people. Those are the thing you actually need in your real life, and there's no way you can find them in textbooks.",0,1.1162109375,0.9145728349685668,0.0763732576742768,0,0.0258768723967174,0,0.0047293731144496
"When choosing a restaurant, the thing I consider the most important is its hygiene condition. First of all the restaurant should be clean, so that you can have your dinner in a good mood. And more importantly the food have to be safe because you don't want to get sick after dinner. And of course, the taste of food is very important too. Now there are excellent website where you can look up the restaurants and see other people's comment on them, they may even recommend some good food that you should try. Those are two features I care about most.",0,0.197998046875,0.9820359349250792,0.0116470232217883,0,0.0162130070384591,0,0.0045629356588636
"I would choose health and nutrition classes for two main reasons. First, I deal with nutrition every single day. When I am trying to make healthy choices for my body, I am sometimes uncertain about what the best foods are the most nutritious. A health and nutrition class would surely ease that trouble and help me make choices that are good for my body. Second, I am not very interested in sciences, so I don’t think an energy and environment or solar system class would be very intriguing to me. I would rather take classes that excite me rather than the class I was totally disinterested. So, for these two reasons, I would choose to take a health and nutrition class, rather than energy and environment, or solar system course.",0,-0.393310546875,1.0331125259399414,0.1121184602379798,0,0.0517362759759028,0,0.0041458649294716
"If I am choosing between doing homework alone and doing it with others, I will choose to do homework with others for two main reasons. The first reason is that it is more fun to do homework with others. For example, when you do homework with your friends, you can chat with them when you get tired or feel bored, and this will help you relax and become more focused on your work later. As another reason, I prefer doing homework with others because we can engage in discussions. For instance, homework is very difficult sometimes. If you get stuck on a question, you can ask your friends who are doing the same homework, and these homework discussions will help you understand the concept and answer questions on your homework. For these reasons, I prefer to do homework with others.",0,1.7431640625,0.8598726391792297,0.4652596861124038,1,0.495411862929662,1,0.3470682416643415
"I believe that being open-minded is what it takes to make a good leader. Many of us were brought up with a set of believes and values, so sometimes it's hard to accept new things. But leader with an open mind will offer you other respects of thinking, rather than getting you trapped by dogma. And also there's an honesty that comes with an open mind, you admit that there are still tons of things to be discovered, and that attitude will always urge you to learn more from others which is definitely great for teamwork.",0,-0.818359375,1.0625,0.0145371561714758,0,0.0662160087376833,0,0.0044963274683271
"I think one of the most important effects of the internet is that it can help us understand the world better, and communicate with the world in a way that nothing else can achieve. It helps me to become a more successful person. When I was selecting which university and which major to take after I graduated from the high school, the internet gave me a lot of useful information about the future of some of my prospective professions. I even talked with several people in those particular professions and got their opinions about it. And I think it is really helpful. ",0,2.09375,0.8410256505012512,0.0701400768011808,0,0.0944515345618128,0,0.0044332657541547
"I think it's a really terrible idea to tell employees that they can't use their phones during working hours. First of all, our personal phones are the only way for us to hear about emergencies affecting our loved ones.  And this is something we want to hear about as soon as humanly possible.  You know, if a worker feels nervous about being out of touch with his loved ones during the day, he might actually start looking around for a job that lets him use his phone and this would be really bad for business. Secondly, I think personal phones can maybe improve our morale at work.  We can relieve our stress by making a quick phone call or looking at a social media post.  And if we feel happier we'll probably performer a lot better.",0,1.37890625,0.9152542352676392,0.4570283194382985,1,0.1546774810800949,0,0.004553415945598
"In my opinion, schools should still allow sports that carry that risk despite the risk of serious physical injury. First of all, it is not the responsibility of schools to completely eliminate all risk from the lives of students. Otherwise, they would have to abolish any science labs that used chemicals or sharp objects because they pose a potential threat to safety. Furthermore, students and their families should be allowed to make personal decisions about what kind of activities they are participating in despite risk as long as they are not simultaneously endangering unknowing bystanders. Therefore, I firmly believe that schools should allow students to make decisions about what sports they will play, even when those sports contain some serious risks.",0,-0.262451171875,1.0184049606323242,0.3510072330633799,1,0.2314369777838389,0,0.0041427356856209
"When I was young, I lived in a suburban area. And there was a corn field right beside our community. One day me and some other kids decided to do something exciting, so we sneaked into the field. They made me stand watch for I was the slow one. After grabbing some corns we ran back home as fast as we could, not wanting to be caught. And then we found some bricks to build up a little stove, collected lots of dry leaves to make fire, and roasted the corns on fire. I have to say that that roast corn was the best that I've ever had.",0,-0.053619384765625,0.9941860437393188,0.0786243478457133,0,0.0191651436810692,0,0.0046761333942413
"When I was in college, I loved to study until midnight and then go back to my dorm to sleep. The campus was so peaceful at that time, no one was on the street, and all lights were off, it felt that the whole campus belonged to me alone. I always go through a park in the middle of the campus, moonlight slanted through the branches down to the ground, birds stopped tweeting and the occasional chirping of crickets was the only thing you could hear. You would doubt if time had stopped running if not for the cool breeze caressing every inch of your skin. (There were always faint fragrance from flowers you can't name, but it could certainly remind you of the sweetest peaches in summer. Oh how I love the school.)",0,-0.09197998046875,1.0054644346237185,0.0121603776157523,0,0.039702422140787,0,0.0047803648880549
"I believe that it takes a long time to know a person. I'm not denying that the first impression plays an important role in how you feel about a person. But you must admit that time has the power to change it. People can be a lot different once you get to know them well. I didn't like my current girlfriend when we first met. It was at a party and she was sitting in a corner minding her own business, I saw someone trying to talk to her, she replied briefly and walked away. But now I know she's just not comfortable around strangers.",0,2.078125,0.8461538553237915,0.0171261515157918,0,0.0589861891542871,0,0.0049538910388946
"I think its a really fantastic idea to get surgery to change your appearance.  I feel this way for two reasons. First of all, it can make us feel a lot more self-confident.  If we really like our appearance we can feel a lot less shy when talking to people.  And it will be easier to interact and therefore we'll achieve more success in our personal and professional lives. Secondly, if we don't like the result of our surgery we can always change it back.  I mean, plastic surgery is really affordable these days, so if you get some surgery and it looks bad… you can just get another procedure done.  For instance, I've changed my nose about six times already, and the expense to me has been pretty minimal.",0,0.76123046875,0.9512194991111756,0.0301237699265281,0,0.2349349483847618,0,0.0296375070299421
"I think that governmental regulations have the biggest impact on environmental protection. Compared to individual efforts, governmental regulations make citizens follow the law, rather than make good choices. For example, in Korea, if you don’t recycle properly, you can receive a fine. They provide all the bins and resources to make it easy for the public to make the right choice to recycle. Second, when the government steps in to make regulations, it also educates the public, which can lead to individuals going above and beyond for the environment. When the government introduces a new regulation, it will explain why they are doing it, which may have people think twice about before they throw garbage out the window of the car. For these two reasons, I believe that governmental regulations have the biggest impact on environmental protection.",0,1.44921875,0.9069767594337464,0.5823143422603607,1,0.1204408767322699,0,0.0043322699410574
"When I was young, I lived in a suburban area. And there was a corn field right beside our community. One day me and some other kids decided to do something exciting, so we sneaked into the field. They made me stand watch for I was the slow one. After grabbing some corns we ran back home as fast as we could, not wanting to be caught. And then we found some bricks to build up a little stove, collected lots of dry leaves to make fire, and roasted the corns on fire. I have to say that that roast corn was the best that I've ever had.",0,-0.053619384765625,0.9941860437393188,0.0786243478457133,0,0.0191766117932274,0,0.0046761333942413
"In my opinion, a good leader should have the following qualities: confident and kind. The leader should be confident both of himself and his fellow members. Every time he walks in the working group, he should bring a strong feeling of authority, and makes his students feel a definite sense of trust. And the leader should be kind to his fellow members. If a leader is too strict, his fellow members would be afraid to ask questions, and that will decrease the efficiency of their work.",0,1.4921875,0.8820512890815735,0.1224354561418294,0,0.0455115409567952,0,0.0048187630517142
"In my point of view, government should provide fund to build museums and theaters because they serve as exhibition centers for people to know about the history and culture of the country. The range of museums is fantastic—there are museums of ancient history and archaeology, of natural history and even museums for such things as transportation and crime! And because the museums often hold new exhibitions, there is always something different to see. Theaters offer people a big place to enjoy a variety of operas and plays of different regions. Meanwhile, the building of the museums and theaters will enhance the cultural exchange between countries. They are also one of the contributing factors that promote the national economy. That's why I think it's a good idea for government to help with the building of museums and theaters.",0,1.7041015625,0.8936170339584351,0.2858475459118684,1,0.2060832387457291,0,0.0047315955162048
"Between team sports and exercising alone, I’d rather exercise alone, personally. If you ask me, it’s better because you can do it any time, for one. For example, if I wanted to get some exercise, but I only played team sports, I’d, uhh, I’d have to call friends or, I don’t know—or find a group of people who played regularly. But on the other hand, if I want to go running, I can just go any time. Also, I can listen to music while running or hiking. You need to talk to communicate when playing a team sport, so you can’t do that… you can’t wear headphones at all. In general, I guess I just like exercising alone better, because I have more control of when and what I do.",0,-0.35009765625,1.0204081535339355,0.5407052934169769,1,0.5111824944615364,1,0.0084416014807564
"Novels is no doubt my favorite form of literature. I've always loved reading since I was a little kid, and like most of the kids, novels are the first books I started to read. They are fun, they are relatively easy to understand, and most importantly, I loved to adventure with the heroes in the novels. When I grow up, I start to seek the wisdom in those novels, to find out what the authors really want to say behind the words. I grow so emotional attached to the people in the stories. I began to share their joy and sorrow. And I've learned so much from them.",0,0.95947265625,0.9277108311653136,0.0413212088557581,0,0.0248196428486456,0,0.0043359569140842
"As far as I am concerned, television is the most important invention of the last 100 years. First, from the news broadcasting in the television, we can know what is happening in the outside world even without stepping out our living room with television in it. And second, watching television with family members after supper is a good way to relax after a hard day's work. What's more, its visual effect makes people feel less stressed and has a great influence on the way people think and talk. ",0,1.4091796875,0.8715083599090576,0.2105699578921,0,0.0416317211153606,0,0.0040282479354313
"I think what makes a good friend is someone who is honest, supportive, and has a good sense of humor. I just look for someone who's honest to me no matter what. He should not tell stories behind my back; he should tell me my short-comings at my mouth, but never praises me in front of me. It is a well known saying that A FRIEND IN NEED IS A FRIEND INDEED. Therefore, a friend should stand by you in the hour of any sort of need. I just think that a good friend won't leave me if I'm in trouble. They can be my friends in sunshine and in shade, care for me even when the times are bad and even more when the times are great. Also, I'd love to spend more time with someone who can make me laugh and is fun to be around.",0,-0.0086898803710937,1.0,0.0211251097886512,0,0.0341157104509572,0,0.0043879193919045
"I think I will go with the latter one. I'm not saying that studying a subject for job opportunities is wrong, it's just that I'm not that kind of person. Me myself want to be a scientist in the future, and following my own interests are rather important, because doing research can be tedious or frustrating in many situations, and my interests may be the only thing to keep me going on and on. If you are only driven by profit, it's likely that you will abandon your current subject once it seems not so profitable, and that's clearly not good for the development of science.",0,1.6123046875,0.8899999856948853,0.0707062926764289,0,0.0650362426725526,0,0.0060917479651314
"I think teachers should encourage their students to collaborate on assignments. First of all, this teaches students skills that are useful in the workforce.  For example, in my senior year I had a history class where I worked on a major assignment with five different students.  While working on the assignment, I had to handle scheduling and I even had to deal with interpersonal-conflict between different members of the group.  Both of these things taught me skills that I use almost every day in my career now. Secondly, group projects simply have better outcomes.  Group projects benefit from the expertise of many different people.  As a result, the final project is usually of a higher quality than a student would complete on their own.",0,0.9697265625,0.919753074645996,0.0213256869465112,0,0.0400852992509802,0,0.0043038853577205
"I prefer working in offices. We know that for most of situations, working is all about cooperation and communication, which can be seriously affected if you are working alone at home. And when you have problems, it's obviously more efficient to discuss with other people, they may provide another respect of thinking. Studies also show that people are likely to lose focus when working alone. And besides, working in offices can help make friends, which can make you love more about your job. People are social animals, spending too much time alone is not healthy for our minds.",0,0.0,1.005319118499756,0.0240595596066365,0,0.0300507875314603,0,0.0047558844089508
"That would be the moment when I got the result of my college entrance test. We were under huge pressure that day. Finally the phone finally rang and it turned out that I actually did a good job, when my mind was still all blank, my dad said something that brought me back to reality:” Son, I'm so proud of you.” Suddenly I realized that all my hard work had paid off, I didn't let myself and anyone who loves me down, that's the moment I knew it is a brand new start of my life, and that I'll always cherish.",0,0.051177978515625,1.0,0.0274506853893399,0,0.01446297353444,0,0.0043774885790688
"Living in a big city can provide people with a range of benefits. Now, I am studying in Guangzhou, a big and modern city in my country. My life is totally different from the past. Now I can receive better education, experience new things, get more job opportunities and so on. I feel energetic and motivated everyday!Besides, the basic infrastructure in big city is perfect, because there are some museums, hospitals, schools, libraries and so on",0,1.1884765625,0.9101123809814452,0.0092992133771379,0,0.0753279086202383,0,0.0042844925607953
"Personally, I would like to say that I like magazine most. There are a couple of reasons to name. The first reason I wanna say is there are a lot of funny stories in the magazine, so I can learn a lot of jokes and share them with my friends, which can improve my interpersonal and communication skills. The second reason is I can make friends with those who have the same love for magazines, and we can have a get-together. ",0,0.79345703125,0.9226190447807312,0.1515676776568094,0,0.0404216274619102,0,0.0049401521682739
